loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
5000, 36 months,7.56,155.67,A,A3,5 years,MORTGAGE,98000.0,Not Verified,Dec-2018,Fully Paid,credit_card,14.78,Mar-2008,6,0,10190,55.1,13,w,Individual,2,0
12950, 36 months,7.56,403.19,A,A3,10+ years,MORTGAGE,55000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,19.88,Dec-2005,15,0,2160,5.0,24,w,Individual,2,0
10450, 60 months,12.98,237.67,B,B5,10+ years,MORTGAGE,58000.0,Not Verified,Dec-2018,Fully Paid,credit_card,21.17,May-2003,20,0,8956,18.3,40,w,Individual,5,0
20000, 60 months,26.31,602.49,E,E4,4 years,MORTGAGE,58000.0,Not Verified,Dec-2018,Fully Paid,credit_card,22.66,Jun-2005,5,0,11580,84.5,19,w,Joint App,3,0
10000, 60 months,12.98,227.43,B,B5,1 year,MORTGAGE,60000.0,Not Verified,Dec-2018,Fully Paid,car,12.25,Aug-1995,23,0,15927,21.8,40,w,Individual,1,0
29050, 36 months,10.33,941.87,B,B1,< 1 year,MORTGAGE,68000.0,Source Verified,Dec-2018,Fully Paid,home_improvement,23.65,Jan-2009,17,0,2252,3.1,35,w,Individual,2,0
1000, 36 months,13.56,33.97,C,C1,1 year,RENT,42140.0,Source Verified,Dec-2018,Fully Paid,moving,24.18,Mar-2003,7,0,398,5.8,14,f,Individual,0,0
3500, 36 months,18.94,128.19,D,D2,10+ years,MORTGAGE,127300.0,Verified,Dec-2018,Fully Paid,small_business,17.91,Sep-2001,8,0,17597,50.0,30,w,Individual,2,0
10000, 36 months,11.8,331.19,B,B4,1 year,RENT,100000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,10.6,Jun-1982,10,0,1229,17.3,21,w,Individual,0,0
10000, 36 months,8.19,314.25,A,A4,8 years,MORTGAGE,65000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,19.87,Feb-2002,7,0,7337,34.0,44,w,Individual,2,0
9500, 36 months,8.19,298.53,A,A4,5 years,RENT,50000.0,Not Verified,Dec-2018,Fully Paid,credit_card,11.43,Dec-2005,7,0,5126,32.0,11,w,Individual,0,0
6000, 36 months,10.72,195.64,B,B2,10+ years,MORTGAGE,65520.0,Not Verified,Dec-2018,Fully Paid,vacation,13.37,Mar-2002,7,0,5322,21.4,18,w,Individual,0,0
28000, 36 months,15.02,970.91,C,C3,10+ years,RENT,58000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,10.74,Aug-2014,19,0,9877,15.1,24,w,Individual,0,0
9000, 36 months,11.8,298.07,B,B4,10+ years,OWN,45000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,14.47,Jun-2005,29,0,2890,2.5,56,w,Individual,0,0
6000, 36 months,12.98,202.11,B,B5,10+ years,RENT,67000.0,Source Verified,Dec-2018,Fully Paid,credit_card,15.92,Jan-2007,6,0,5224,98.6,8,f,Joint App,3,0
10000, 36 months,10.72,326.07,B,B2,5 years,RENT,45000.0,Not Verified,Dec-2018,Fully Paid,credit_card,14.96,Dec-2014,13,0,3453,12.2,17,f,Individual,0,0
9000, 36 months,18.94,329.64,D,D2,5 years,MORTGAGE,47000.0,Source Verified,Dec-2018,Fully Paid,medical,15.34,Mar-2001,13,1,8991,30.4,28,f,Individual,2,1
10000, 36 months,8.81,317.12,A,A5,< 1 year,MORTGAGE,143600.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,17.17,Dec-1999,10,0,5660,15.8,25,f,Individual,2,0
5000, 36 months,8.81,158.56,A,A5,10+ years,RENT,42000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,14.17,Apr-1995,3,0,2465,19.7,22,f,Individual,0,0
10000, 36 months,14.47,344.07,C,C2,10+ years,RENT,80000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,7.5,Nov-2010,10,1,4950,16.4,23,f,Individual,0,1
2500, 36 months,18.94,91.57,D,D2,10+ years,MORTGAGE,95000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,17.34,Dec-2002,15,0,6438,31.0,23,f,Individual,1,0
24000, 60 months,11.8,531.45,B,B4,10+ years,RENT,57948.0,Source Verified,Dec-2018,Fully Paid,major_purchase,23.98,Jul-2004,18,1,18806,36.2,29,w,Individual,0,1
22400, 36 months,18.94,820.42,D,D2,10+ years,MORTGAGE,68000.0,Not Verified,Dec-2018,Fully Paid,renewable_energy,11.77,Jul-2005,2,0,4860,81.0,9,w,Joint App,0,0
16000, 60 months,8.19,325.88,A,A4,10+ years,MORTGAGE,153000.0,Not Verified,Dec-2018,Fully Paid,credit_card,22.49,Oct-2002,13,0,104204,22.9,44,w,Individual,5,0
29000, 36 months,7.02,895.71,A,A2,< 1 year,RENT,130000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,7.51,Apr-1983,7,0,14578,29.7,26,w,Individual,3,0
10000, 36 months,8.19,314.25,A,A4,10+ years,OWN,50000.0,Source Verified,Dec-2018,Fully Paid,other,18.7,Oct-1993,11,0,14260,40.2,27,w,Individual,1,0
4500, 36 months,16.91,160.24,C,C5,3 years,RENT,51000.0,Not Verified,Dec-2018,Fully Paid,credit_card,14.33,Jul-2015,4,0,4382,47.6,8,w,Individual,0,0
10000, 36 months,16.14,352.27,C,C4,10+ years,MORTGAGE,40000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,28.74,Feb-2007,10,0,14182,57.9,39,w,Individual,3,0
1000, 36 months,23.4,38.92,E,E1,10+ years,OWN,19110.59,Verified,Dec-2018,Fully Paid,other,22.35,Apr-2007,6,1,1128,28.9,14,w,Individual,2,1
25000, 36 months,7.02,772.16,A,A2,3 years,MORTGAGE,180000.0,Not Verified,Dec-2018,Fully Paid,car,11.77,May-2004,23,0,32191,24.5,32,w,Individual,1,0
5000, 36 months,10.33,162.12,B,B1,10+ years,MORTGAGE,118964.0,Not Verified,Dec-2018,Fully Paid,credit_card,21.28,Dec-1989,10,0,13909,68.9,27,w,Individual,0,0
14000, 36 months,16.91,498.52,C,C5,< 1 year,RENT,38400.0,Not Verified,Dec-2018,Fully Paid,credit_card,19.56,Aug-2013,16,0,15348,41.3,19,w,Individual,0,0
6300, 36 months,18.94,230.75,D,D2,10+ years,MORTGAGE,85000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,14.57,Apr-2005,7,0,16047,96.7,14,w,Individual,0,0
8500, 36 months,18.94,311.32,D,D2,< 1 year,RENT,70000.0,Not Verified,Dec-2018,Fully Paid,other,30.24,Oct-2007,11,0,21676,64.9,20,w,Joint App,0,0
2000, 36 months,23.4,77.84,E,E1,10+ years,RENT,65000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,13.16,Mar-2007,7,0,1734,20.2,28,w,Individual,0,0
3000, 36 months,19.92,111.37,D,D3,1 year,RENT,62000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,24.29,Jun-1993,6,0,2334,37.6,24,w,Individual,2,0
15000, 36 months,7.02,463.3,A,A2,10+ years,MORTGAGE,93000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,23.65,May-2004,11,0,16863,48.9,33,w,Joint App,5,0
12000, 60 months,10.33,256.92,B,B1,2 years,OWN,53600.0,Not Verified,Dec-2018,Fully Paid,credit_card,12.54,Aug-2008,11,0,21194,51.9,31,w,Individual,0,0
3025, 36 months,23.4,117.73,E,E1,4 years,MORTGAGE,50000.0,Not Verified,Dec-2018,Fully Paid,medical,11.76,Sep-1993,7,0,2029,12.1,18,w,Individual,2,0
6000, 36 months,10.72,195.64,B,B2,10+ years,MORTGAGE,19764.0,Not Verified,Dec-2018,Fully Paid,credit_card,30.72,Oct-1992,7,1,6896,65.7,21,w,Individual,1,1
1900, 36 months,7.02,58.69,A,A2,3 years,RENT,27000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,3.42,Aug-2012,7,0,1563,4.8,8,f,Individual,0,0
1000, 36 months,27.27,40.98,E,E5,5 years,RENT,40000.0,Source Verified,Dec-2018,Fully Paid,moving,8.07,Mar-2014,6,0,0,0.0,12,f,Individual,0,0
21500, 36 months,7.56,669.38,A,A3,< 1 year,RENT,89000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,3.4,May-2013,3,0,908,4.5,6,w,Individual,0,0
20000, 36 months,16.91,712.16,C,C5,10+ years,MORTGAGE,88000.0,Source Verified,Dec-2018,Fully Paid,house,19.43,Jan-2008,7,1,2819,31.0,19,f,Individual,3,1
6000, 36 months,16.14,211.36,C,C4,1 year,RENT,50000.0,Source Verified,Dec-2018,Fully Paid,credit_card,23.04,Sep-2010,8,0,4344,43.0,12,w,Individual,0,0
20000, 60 months,15.02,476.01,C,C3,10+ years,MORTGAGE,63000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,28.4,May-2004,13,0,7009,17.3,22,w,Individual,1,0
11000, 36 months,10.72,358.67,B,B2,10+ years,MORTGAGE,125000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,17.02,Apr-2003,15,0,8016,23.9,23,w,Individual,3,0
25000, 60 months,8.19,509.19,A,A4,1 year,RENT,65000.0,Not Verified,Dec-2018,Fully Paid,other,4.86,Mar-2003,3,0,11764,26.9,17,w,Individual,0,0
20000, 36 months,7.02,617.73,A,A2,10+ years,RENT,180000.0,Not Verified,Dec-2018,Fully Paid,other,18.62,Mar-2002,19,0,24913,28.4,30,w,Individual,1,0
12000, 36 months,20.89,451.43,D,D4,10+ years,RENT,75000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,12.05,Aug-2008,12,0,11027,26.1,25,w,Individual,0,0
11000, 36 months,12.98,370.53,B,B5,10+ years,MORTGAGE,130000.0,Source Verified,Dec-2018,Fully Paid,credit_card,14.19,Jun-2003,17,0,6830,22.5,36,f,Individual,3,0
2000, 36 months,12.98,67.37,B,B5,< 1 year,RENT,18000.0,Source Verified,Dec-2018,Fully Paid,moving,1.87,Aug-2011,8,0,2848,22.6,10,f,Individual,0,0
40000, 60 months,11.8,885.75,B,B4,10+ years,MORTGAGE,75000.0,Source Verified,Dec-2018,Fully Paid,credit_card,29.22,Jul-2003,9,0,24941,54.9,25,w,Joint App,3,0
6000, 36 months,20.89,225.72,D,D4,10+ years,RENT,63000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,26.93,Jun-2002,7,1,1067,6.5,19,w,Joint App,1,1
35000, 36 months,8.19,1099.85,A,A4,10+ years,OWN,42000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,1.0,Jun-2003,6,0,40,0.2,27,w,Individual,5,0
16000, 36 months,13.56,543.43,C,C1,6 years,MORTGAGE,75000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,30.21,Aug-1999,16,0,7821,39.9,24,w,Joint App,2,0
12550, 36 months,7.02,387.63,A,A2,10+ years,MORTGAGE,80000.0,Verified,Dec-2018,Fully Paid,home_improvement,49.23,Feb-2006,10,0,37235,74.9,28,w,Joint App,4,0
4500, 36 months,10.72,146.73,B,B2,9 years,RENT,55000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,7.92,May-2005,5,0,0,0.0,35,w,Individual,0,0
7500, 36 months,15.02,260.07,C,C3,5 years,MORTGAGE,27046.0,Source Verified,Dec-2018,Fully Paid,house,19.4,May-2007,5,1,7646,32.4,9,w,Individual,0,1
4800, 36 months,7.56,149.45,A,A3,4 years,MORTGAGE,57800.0,Not Verified,Dec-2018,Fully Paid,credit_card,11.36,Nov-2007,13,0,6376,19.9,20,w,Individual,1,0
20000, 36 months,8.19,628.49,A,A4,5 years,RENT,105000.0,Not Verified,Dec-2018,Fully Paid,credit_card,9.85,Sep-2001,7,0,34313,42.0,9,w,Individual,0,0
6500, 36 months,8.81,206.13,A,A5,3 years,MORTGAGE,43000.0,Source Verified,Dec-2018,Fully Paid,credit_card,6.31,Apr-2009,10,0,2125,18.6,15,w,Individual,1,0
20000, 60 months,12.98,454.86,B,B5,10+ years,MORTGAGE,84000.0,Not Verified,Dec-2018,Fully Paid,other,10.21,Oct-1994,9,0,803,1.6,40,w,Individual,11,0
12000, 60 months,15.02,285.61,C,C3,10+ years,MORTGAGE,41000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,11.83,Nov-2002,16,0,4547,5.3,25,w,Individual,1,0
36500, 60 months,11.8,808.24,B,B4,10+ years,RENT,80000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,14.58,Jun-1989,11,0,36759,39.7,17,w,Individual,0,0
13800, 60 months,26.31,415.72,E,E4,8 years,MORTGAGE,71000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,12.8,Jan-2002,7,1,4880,43.2,15,w,Individual,1,1
10000, 60 months,10.72,216.04,B,B2,< 1 year,MORTGAGE,88000.0,Not Verified,Dec-2018,Fully Paid,home_improvement,0.0,Sep-2000,11,1,0,0.0,23,w,Joint App,1,1
1600, 36 months,24.37,63.09,E,E2,3 years,RENT,38000.0,Not Verified,Dec-2018,Fully Paid,other,5.87,Apr-2006,6,1,1909,33.5,21,w,Individual,0,1
5000, 36 months,16.91,178.04,C,C5,10+ years,MORTGAGE,70000.0,Source Verified,Dec-2018,Fully Paid,other,26.52,Jun-2004,10,0,20743,70.6,22,w,Individual,1,0
40000, 60 months,8.19,814.7,A,A4,4 years,MORTGAGE,130000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,21.55,Aug-2002,29,0,63661,28.5,51,w,Individual,4,0
15000, 36 months,15.02,520.13,C,C3,10+ years,OWN,52000.0,Source Verified,Dec-2018,Fully Paid,credit_card,30.07,Jul-2006,17,1,29923,36.6,25,w,Individual,0,1
32000, 60 months,22.35,890.19,D,D5,4 years,MORTGAGE,82000.0,Verified,Dec-2018,Fully Paid,home_improvement,43.17,Mar-2001,13,0,23580,57.0,47,w,Joint App,3,0
14950, 36 months,23.4,581.84,E,E1,3 years,MORTGAGE,70000.0,Source Verified,Dec-2018,Fully Paid,credit_card,13.66,Aug-2009,12,0,16707,52.2,20,w,Individual,2,0
8000, 36 months,12.98,269.48,B,B5,10+ years,OWN,89675.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,4.47,Dec-2012,14,0,5961,15.5,16,w,Individual,0,0
5000, 36 months,17.97,180.69,D,D1,10+ years,OWN,55992.0,Not Verified,Dec-2018,Fully Paid,credit_card,35.71,Apr-2003,20,1,22901,45.2,39,w,Individual,1,1
40000, 36 months,8.81,1268.46,A,A5,2 years,MORTGAGE,160000.0,Source Verified,Dec-2018,Fully Paid,major_purchase,5.77,Feb-2002,13,0,11998,36.7,32,w,Individual,3,0
20000, 60 months,26.31,602.49,E,E4,6 years,MORTGAGE,48800.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,12.27,May-2000,7,0,16825,54.8,21,f,Individual,7,0
12000, 60 months,19.92,317.4,D,D3,10+ years,RENT,36000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,7.9,Aug-2006,4,0,8033,53.6,5,f,Joint App,0,0
15000, 60 months,16.91,372.07,C,C5,6 years,RENT,84025.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,14.34,Oct-2006,15,0,193,1.2,29,w,Individual,0,0
6000, 36 months,15.02,208.06,C,C3,10+ years,MORTGAGE,101000.0,Not Verified,Dec-2018,Fully Paid,vacation,6.0,Sep-2002,10,0,20803,73.0,18,w,Individual,3,0
40000, 60 months,16.14,975.71,C,C4,7 years,RENT,60500.0,Source Verified,Dec-2018,Fully Paid,small_business,5.79,Dec-2011,8,0,798,4.7,10,w,Individual,0,0
1600, 36 months,17.97,57.82,D,D1,6 years,RENT,55000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,7.27,Sep-2006,8,0,13653,23.9,28,w,Individual,0,0
6000, 36 months,8.19,188.55,A,A4,2 years,RENT,80000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,17.63,Mar-2013,8,0,922,4.0,10,w,Individual,0,0
8000, 36 months,6.46,245.05,A,A1,10+ years,MORTGAGE,55000.0,Not Verified,Dec-2018,Charged Off,credit_card,17.83,May-2002,12,0,10999,29.1,49,w,Individual,5,0
4000, 36 months,10.72,130.43,B,B2,4 years,RENT,50000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,13.8,Sep-2013,5,0,1469,38.7,8,w,Individual,0,0
5600, 36 months,12.98,188.64,B,B5,10+ years,OWN,52000.0,Not Verified,Dec-2018,Fully Paid,credit_card,16.95,Nov-2002,12,0,11516,17.9,26,w,Individual,0,0
15000, 60 months,12.98,341.15,B,B5,5 years,RENT,44000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,23.84,Jul-1996,12,0,5464,17.2,18,w,Individual,0,0
1200, 36 months,10.72,39.13,B,B2,10+ years,RENT,24414.0,Verified,Dec-2018,Fully Paid,major_purchase,5.41,Sep-1994,6,1,618,5.0,21,f,Individual,0,1
10500, 36 months,8.19,329.96,A,A4,10+ years,MORTGAGE,106000.0,Source Verified,Dec-2018,Fully Paid,credit_card,26.1,Sep-2000,18,0,17252,13.0,37,w,Individual,3,0
4200, 36 months,14.47,144.51,C,C2,3 years,RENT,26000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,18.93,Dec-2011,7,0,5850,49.2,8,w,Individual,0,0
12000, 60 months,17.97,304.53,D,D1,9 years,RENT,37000.0,Not Verified,Dec-2018,Fully Paid,credit_card,11.45,Mar-2013,10,1,9694,40.1,18,w,Individual,0,1
25000, 60 months,11.8,553.59,B,B4,10+ years,OWN,24744.0,Verified,Dec-2018,Fully Paid,debt_consolidation,22.74,Dec-1999,4,0,15671,78.4,12,w,Joint App,4,0
16800, 60 months,14.47,395.02,C,C2,5 years,MORTGAGE,185000.0,Not Verified,Dec-2018,Fully Paid,home_improvement,12.1,Apr-1988,59,0,32700,20.2,92,w,Individual,1,0
10000, 60 months,14.47,235.13,C,C2,4 years,MORTGAGE,73000.0,Source Verified,Dec-2018,Fully Paid,home_improvement,10.96,Jan-2002,11,0,4819,23.3,36,f,Individual,2,0
1500, 36 months,7.56,46.71,A,A3,10+ years,OWN,70000.0,Not Verified,Dec-2018,Fully Paid,home_improvement,11.9,Nov-1975,23,0,1140,1.1,41,f,Individual,2,0
8000, 36 months,10.72,260.86,B,B2,2 years,MORTGAGE,115000.0,Not Verified,Dec-2018,Fully Paid,credit_card,4.22,Sep-2013,4,0,11153,27.3,5,w,Individual,0,0
16000, 60 months,13.56,368.66,C,C1,10+ years,MORTGAGE,93000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,22.18,Nov-2005,10,1,52631,32.5,23,w,Individual,1,1
13500, 36 months,8.19,424.23,A,A4,7 years,MORTGAGE,59000.0,Not Verified,Dec-2018,Fully Paid,credit_card,30.29,May-2006,9,1,6924,33.6,19,w,Individual,0,1
29000, 36 months,8.19,911.3,A,A4,10+ years,MORTGAGE,59000.0,Source Verified,Dec-2018,Fully Paid,credit_card,21.25,Jun-1984,15,0,7859,15.6,34,w,Individual,2,0
10000, 60 months,14.47,235.13,C,C2,6 years,RENT,43000.0,Not Verified,Dec-2018,Fully Paid,credit_card,29.97,Sep-1992,10,1,7396,35.7,59,w,Individual,2,1
40000, 36 months,7.56,1245.36,A,A3,2 years,OWN,115000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,15.13,Dec-2004,15,1,11324,27.6,22,w,Individual,0,1
8000, 36 months,7.02,247.09,A,A2,10+ years,OWN,55000.0,Source Verified,Dec-2018,Fully Paid,home_improvement,10.47,Jan-2005,15,0,7177,5.3,36,w,Individual,3,0
7000, 36 months,18.94,256.38,D,D2,< 1 year,MORTGAGE,60000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,17.68,Aug-2007,9,0,10668,55.6,12,w,Individual,1,0
1500, 36 months,13.56,50.95,C,C1,2 years,RENT,28000.0,Source Verified,Dec-2018,Fully Paid,credit_card,19.07,Jul-2011,17,0,1073,6.5,28,w,Individual,0,0
13525, 36 months,15.02,468.99,C,C3,5 years,RENT,144000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,26.78,Sep-2011,23,0,27019,27.7,31,w,Individual,0,0
25000, 36 months,6.46,765.77,A,A1,5 years,MORTGAGE,98000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,14.35,Jun-2004,9,0,22343,60.7,14,w,Individual,3,0
10000, 36 months,10.72,326.07,B,B2,2 years,RENT,70000.0,Source Verified,Dec-2018,Fully Paid,moving,22.39,Apr-2004,17,0,13757,29.6,45,w,Individual,0,0
15000, 36 months,8.19,471.37,A,A4,10+ years,RENT,60000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,38.92,Mar-2005,24,1,10958,18.5,33,w,Individual,1,1
10000, 36 months,8.81,317.12,A,A5,1 year,MORTGAGE,30000.0,Not Verified,Dec-2018,Fully Paid,credit_card,3.48,May-2010,3,0,7104,52.6,5,w,Individual,1,0
3700, 36 months,12.98,124.64,B,B5,3 years,RENT,80000.0,Not Verified,Dec-2018,Fully Paid,credit_card,13.52,Nov-2005,12,0,6571,47.6,21,w,Individual,1,0
5500, 36 months,11.31,180.88,B,B3,10+ years,MORTGAGE,38000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,12.27,Mar-2004,10,0,912,4.0,16,w,Individual,2,0
5800, 36 months,8.81,183.93,A,A5,6 years,MORTGAGE,120000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,15.08,Mar-2012,19,0,6870,26.9,24,w,Individual,1,0
16000, 36 months,14.47,550.51,C,C2,2 years,MORTGAGE,65000.0,Not Verified,Dec-2018,Fully Paid,credit_card,39.53,May-2000,11,0,50542,87.7,20,w,Individual,3,0
3400, 36 months,11.8,112.61,B,B4,5 years,OWN,22000.0,Not Verified,Dec-2018,Fully Paid,credit_card,24.71,Jul-2014,13,0,2481,5.5,15,w,Individual,0,0
4500, 36 months,15.02,156.04,C,C3,10+ years,RENT,39000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,36.4,Aug-2004,16,0,3360,20.9,27,w,Individual,1,0
8000, 36 months,8.81,253.7,A,A5,5 years,MORTGAGE,120000.0,Not Verified,Dec-2018,Fully Paid,home_improvement,12.74,Jul-1999,22,0,3698,13.5,31,w,Individual,1,0
5000, 36 months,27.27,204.86,E,E5,3 years,MORTGAGE,95000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,34.63,Aug-2007,10,0,16343,80.9,38,w,Individual,4,0
2500, 36 months,20.89,94.05,D,D4,10+ years,RENT,70000.0,Not Verified,Dec-2018,Fully Paid,credit_card,21.52,Aug-2005,5,1,13667,71.9,11,w,Individual,0,1
16000, 36 months,16.91,569.73,C,C5,10+ years,MORTGAGE,70000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,12.86,Aug-2002,18,1,11531,18.8,24,w,Individual,2,1
1000, 36 months,13.56,33.97,C,C1,10+ years,MORTGAGE,28000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,18.47,Jul-2006,10,0,7950,59.8,26,f,Individual,4,0
12000, 60 months,25.34,354.62,E,E3,10+ years,MORTGAGE,120000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,20.11,Jul-2004,7,0,1709,7.9,28,w,Individual,5,0
3000, 36 months,7.56,93.41,A,A3,3 years,MORTGAGE,27000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,13.02,May-2000,6,0,438,4.1,21,f,Individual,1,0
25000, 36 months,16.14,880.66,C,C4,2 years,RENT,65000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,22.16,Aug-2010,14,0,9098,33.1,16,w,Individual,0,0
10000, 36 months,7.56,311.34,A,A3,10+ years,MORTGAGE,106000.0,Source Verified,Dec-2018,Fully Paid,car,6.41,Nov-1994,6,1,806,6.4,19,w,Individual,2,1
1000, 36 months,7.02,30.89,A,A2,8 years,RENT,38000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,9.41,Oct-2004,5,0,9740,23.1,9,f,Individual,0,0
15000, 60 months,10.72,324.05,B,B2,8 years,MORTGAGE,48000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,29.85,Jul-2006,12,0,54588,51.0,18,w,Joint App,1,0
5000, 36 months,10.72,163.04,B,B2,10+ years,MORTGAGE,35000.0,Not Verified,Dec-2018,Fully Paid,other,17.32,Oct-1997,11,0,5070,15.2,35,f,Joint App,4,0
26000, 60 months,11.8,575.74,B,B4,10+ years,MORTGAGE,77000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,18.75,Apr-2005,4,0,20392,94.8,12,w,Individual,1,0
3000, 36 months,20.89,112.86,D,D4,10+ years,MORTGAGE,38000.0,Verified,Dec-2018,Fully Paid,other,6.38,Jan-2014,8,0,3106,21.6,8,w,Individual,0,0
