emp_length,term,grade,sub_grade,verification_status,mort_acc,purpose,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,initial_list_status_w,application_type_Joint App,loan_amnt,int_rate,installment,annual_inc,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,mort_acc_missing,emp_length_missing,credit_history_years,issue_years,loan_status
6.0,0.0,1.0,7.0,2.0,4.0,0.17142454549868447,1.0,0.0,0.0,0.0,0.0,30000.0,11.99,996.29,75000.0,6.59,9.0,0.0,19262.0,51.0,20.0,0.0,0.0,0.0,18.99794661190965,5.248459958932238,0.0
10.0,0.0,0.0,1.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,7800.0,6.49,239.03,60000.0,3.3,5.0,0.0,9121.0,32.7,8.0,0.0,0.0,0.0,14.414784394250514,2.9979466119096507,0.0
10.0,0.0,1.0,5.0,2.0,1.0,0.21991341629407252,0.0,0.0,1.0,1.0,0.0,17100.0,9.44,547.29,40000.0,25.38,9.0,0.0,16335.0,57.9,13.0,0.0,0.0,0.0,15.416837782340862,1.5003422313483916,0.0
1.0,0.0,1.0,9.0,2.0,0.0,0.19611358478331362,0.0,0.0,1.0,1.0,0.0,1500.0,11.49,49.46,56000.0,1.03,4.0,1.0,105.0,3.4,5.0,1.0,0.0,0.0,5.911019849418207,2.414784394250513,0.0
10.0,0.0,1.0,5.0,2.0,3.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,25000.0,8.24,786.19,150000.0,13.98,10.0,0.0,21390.0,76.7,29.0,0.0,0.0,0.0,13.08145106091718,1.911019849418207,0.0
0.0,0.0,0.0,3.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,6000.0,7.49,186.61,45000.0,21.04,7.0,0.0,5763.0,86.0,18.0,0.0,0.0,0.0,13.3305954825462,2.9979466119096507,1.0
10.0,1.0,3.0,17.0,2.0,3.0,0.17142454549868447,1.0,0.0,0.0,1.0,0.0,15575.0,18.99,403.94,49000.0,13.86,11.0,0.0,591.0,5.3,42.0,0.0,0.0,0.0,14.247775496235455,2.414784394250513,0.0
0.0,0.0,1.0,7.0,2.0,0.0,0.16612302281343944,1.0,0.0,0.0,0.0,0.0,15000.0,9.99,483.94,70000.0,2.21,5.0,0.0,5302.0,18.0,11.0,0.0,0.0,0.0,25.582477754962355,3.3319644079397674,0.0
10.0,1.0,4.0,20.0,1.0,3.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,35000.0,18.54,899.09,75000.0,20.03,14.0,0.0,35624.0,53.7,31.0,0.0,0.0,0.0,25.9958932238193,3.997262149212868,0.0
10.0,0.0,5.0,25.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,12675.0,28.69,529.02,43000.0,22.36,7.0,1.0,3609.0,72.2,9.0,1.0,0.0,0.0,13.3305954825462,2.16290212183436,0.0
0.0,0.0,0.0,3.0,0.0,1.0,0.20956079697077099,0.0,1.0,0.0,1.0,0.0,5000.0,7.49,155.51,180000.0,13.7,19.0,0.0,160148.0,32.2,32.0,0.0,0.0,0.0,31.416837782340863,2.9979466119096507,1.0
6.0,1.0,5.0,26.0,1.0,0.0,0.21991341629407252,0.0,0.0,1.0,1.0,0.0,23325.0,24.08,672.1,70000.0,17.37,6.0,0.0,11996.0,63.8,13.0,0.0,0.0,0.0,23.082819986310746,4.249144421629021,1.0
9.0,1.0,2.0,11.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,12000.0,12.69,271.14,30000.0,21.56,10.0,0.0,7251.0,45.0,11.0,0.0,0.0,0.0,11.331964407939768,3.668720054757016,
0.0,0.0,0.0,2.0,2.0,1.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,30000.0,6.97,925.91,80000.0,17.82,10.0,0.0,14259.0,50.6,22.0,0.0,0.0,0.0,30.666666666666668,2.913073237508556,
10.0,0.0,1.0,7.0,0.0,1.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,4800.0,9.99,154.86,90000.0,11.11,10.0,0.0,6439.0,96.1,17.0,0.0,0.0,0.0,21.3305954825462,3.668720054757016,1.0
10.0,0.0,0.0,3.0,1.0,5.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,27350.0,7.39,849.38,300000.0,11.43,11.0,0.0,19667.0,34.3,31.0,0.0,0.0,0.0,17.83436002737851,2.6666666666666665,0.0
2.0,1.0,4.0,20.0,2.0,8.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,35000.0,18.2,892.59,135000.0,25.18,12.0,0.0,43219.0,92.0,42.0,0.0,0.0,0.0,20.164271047227928,3.082819986310746,1.0
3.0,1.0,1.0,8.0,2.0,1.0,0.17142454549868447,1.0,0.0,0.0,0.0,0.0,16000.0,12.85,362.83,50000.0,23.43,13.0,0.0,17538.0,51.1,24.0,0.0,0.0,0.0,17.415468856947296,4.996577686516085,0.0
3.0,0.0,2.0,14.0,2.0,0.0,0.23012062990948087,0.0,1.0,0.0,1.0,0.0,2000.0,16.02,70.34,40000.0,33.87,6.0,1.0,2567.0,15.7,6.0,1.0,0.0,0.0,28.583162217659137,1.5003422313483916,0.0
1.0,0.0,1.0,7.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,20000.0,12.12,665.44,60000.0,21.66,10.0,0.0,10841.0,27.4,28.0,0.0,0.0,0.0,16.249144421629023,5.9958932238193015,0.0
3.0,0.0,2.0,12.0,0.0,0.0,0.17142454549868447,0.0,0.0,1.0,0.0,0.0,7200.0,15.8,252.43,28000.0,13.8,12.0,0.0,7668.0,36.9,19.0,0.0,0.0,0.0,11.58384668035592,5.911019849418207,0.0
8.0,1.0,5.0,28.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,15000.0,24.99,440.19,59600.0,27.16,19.0,0.0,15444.0,40.2,52.0,0.0,0.0,0.0,17.582477754962355,3.082819986310746,0.0
1.0,0.0,1.0,9.0,1.0,7.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,18000.0,12.49,602.08,300000.0,9.6,11.0,0.0,29866.0,49.0,36.0,0.0,0.0,0.0,23.58384668035592,4.501026694045175,1.0
2.0,1.0,4.0,23.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,12000.0,19.99,317.86,50000.0,17.38,14.0,0.0,880.0,10.7,19.0,0.0,0.0,0.0,11.997262149212869,3.583846680355921,0.0
10.0,1.0,3.0,16.0,0.0,0.0,0.20956079697077099,0.0,1.0,0.0,1.0,0.0,20700.0,16.55,509.46,45000.0,32.61,8.0,0.0,24823.0,93.3,15.0,0.0,0.0,0.0,23.750855578370977,3.082819986310746,0.0
3.0,0.0,2.0,11.0,1.0,2.0,0.17142454549868447,1.0,0.0,0.0,0.0,0.0,35000.0,13.49,1187.57,160000.0,28.54,33.0,2.0,36671.0,37.8,66.0,0.0,0.0,0.0,33.3305954825462,2.4996577686516086,
10.0,0.0,2.0,10.0,0.0,2.0,0.17142454549868447,0.0,0.0,1.0,1.0,0.0,14000.0,14.33,480.74,58000.0,27.34,10.0,0.0,9609.0,62.4,29.0,0.0,0.0,0.0,15.416837782340862,5.749486652977413,0.0
1.0,0.0,2.0,13.0,1.0,1.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,10000.0,13.99,341.73,50000.0,15.6,8.0,1.0,18906.0,73.3,24.0,1.0,0.0,0.0,11.912388774811772,3.249828884325804,0.0
4.0,1.0,2.0,13.0,1.0,3.0,0.17142454549868447,0.0,0.0,1.0,0.0,0.0,16000.0,15.88,388.07,130000.0,13.34,9.0,1.0,29411.0,81.9,45.0,1.0,0.0,0.0,28.996577686516083,5.415468856947296,0.0
10.0,0.0,3.0,15.0,1.0,3.0,0.3078493094406608,0.0,1.0,0.0,0.0,0.0,35000.0,15.61,1223.77,105000.0,7.8,16.0,1.0,23911.0,39.1,39.0,1.0,0.0,0.0,22.833675564681723,3.668720054757016,0.0
10.0,0.0,2.0,13.0,1.0,3.0,0.20956079697077099,0.0,1.0,0.0,1.0,0.0,3500.0,13.99,119.61,37000.0,24.94,11.0,0.0,35980.0,83.0,21.0,0.0,0.0,0.0,28.41615331964408,3.7508555783709783,0.0
5.0,0.0,1.0,9.0,0.0,5.0,0.21991341629407252,1.0,0.0,0.0,1.0,1.0,2000.0,12.13,66.56,40000.0,11.76,6.0,0.0,22211.0,48.7,34.0,0.0,0.0,0.0,15.082819986310746,0.6680355920602327,
10.0,1.0,3.0,19.0,2.0,2.0,0.17142454549868447,1.0,0.0,0.0,1.0,0.0,20725.0,17.86,524.71,41477.0,19.44,10.0,0.0,23386.0,63.5,29.0,0.0,0.0,0.0,30.16290212183436,3.164955509924709,1.0
10.0,0.0,3.0,15.0,1.0,1.0,0.21991341629407252,1.0,0.0,0.0,0.0,0.0,4000.0,17.77,144.15,77000.0,6.02,3.0,0.0,19831.0,99.2,15.0,0.0,0.0,0.0,19.249828884325805,5.66735112936345,0.0
10.0,0.0,3.0,18.0,2.0,0.0,0.17142454549868447,0.0,0.0,1.0,1.0,0.0,4500.0,19.99,167.22,45000.0,15.79,6.0,3.0,6033.0,37.9,7.0,2.0,0.0,0.0,5.415468856947296,1.749486652977413,
8.0,0.0,2.0,12.0,0.0,0.0,0.23012062990948087,0.0,0.0,1.0,0.0,0.0,6000.0,13.33,203.12,66000.0,20.11,16.0,0.0,7058.0,50.8,26.0,0.0,0.0,0.0,22.32991101984942,3.7508555783709783,0.0
1.0,0.0,1.0,7.0,0.0,0.0,0.17142454549868447,0.0,0.0,1.0,0.0,0.0,15000.0,9.99,483.94,40000.0,10.17,10.0,0.0,13454.0,64.1,18.0,0.0,0.0,0.0,13.08145106091718,3.912388774811773,1.0
3.0,1.0,2.0,13.0,1.0,3.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,11200.0,15.88,271.65,52000.0,21.65,12.0,0.0,11618.0,53.3,26.0,0.0,0.0,0.0,15.331964407939768,5.415468856947296,0.0
2.0,0.0,4.0,20.0,1.0,1.0,0.16612302281343944,0.0,1.0,0.0,1.0,0.0,35000.0,18.99,1282.79,95000.0,20.73,7.0,0.0,71770.0,58.3,12.0,0.0,0.0,0.0,10.666666666666666,2.9979466119096507,0.0
2.0,0.0,2.0,14.0,1.0,0.0,0.17142454549868447,0.0,0.0,1.0,1.0,0.0,12000.0,15.59,419.46,50000.0,29.14,6.0,0.0,7944.0,51.6,20.0,0.0,0.0,0.0,10.414784394250514,2.2477754962354557,0.0
10.0,0.0,1.0,9.0,2.0,1.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,9125.0,11.49,300.87,125808.0,6.18,8.0,0.0,45699.0,65.3,25.0,0.0,0.0,0.0,14.99794661190965,2.080766598220397,
10.0,0.0,0.0,1.0,2.0,6.0,0.19611358478331362,1.0,0.0,0.0,1.0,0.0,28000.0,6.99,864.44,400000.0,8.23,17.0,0.0,158484.0,25.9,37.0,0.0,0.0,0.0,14.913073237508556,1.995893223819302,0.0
10.0,0.0,1.0,5.0,1.0,5.0,0.17142454549868447,1.0,0.0,0.0,0.0,0.0,19975.0,10.16,646.04,75000.0,29.38,11.0,0.0,40289.0,70.9,36.0,0.0,0.0,0.0,36.41615331964408,5.749486652977413,
7.0,0.0,0.0,1.0,2.0,3.0,0.17142454549868447,1.0,0.0,0.0,1.0,0.0,30000.0,6.24,915.93,87000.0,15.68,10.0,0.0,45898.0,56.7,18.0,0.0,0.0,0.0,33.83436002737851,3.4168377823408624,0.0
10.0,0.0,2.0,12.0,2.0,2.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,12975.0,13.99,443.4,79800.0,25.88,13.0,2.0,12208.0,65.3,35.0,0.0,0.0,0.0,21.163586584531146,1.995893223819302,0.0
10.0,1.0,4.0,20.0,0.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,20000.0,22.74,560.83,50000.0,16.9,8.0,0.0,17717.0,54.3,12.0,0.0,0.0,1.0,13.66735112936345,2.16290212183436,
10.0,0.0,1.0,9.0,0.0,3.0,0.16612302281343944,1.0,0.0,0.0,1.0,0.0,4000.0,11.49,131.89,100000.0,26.48,13.0,0.0,52462.0,72.9,28.0,0.0,0.0,0.0,22.32991101984942,2.080766598220397,1.0
4.0,0.0,0.0,1.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,10000.0,6.07,304.54,49200.0,23.95,7.0,0.0,6526.0,47.3,19.0,0.0,0.0,0.0,5.749486652977413,0.7501711156741958,
0.0,1.0,2.0,12.0,2.0,2.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,16000.0,13.33,366.76,200000.0,13.8,19.0,2.0,6250.0,33.6,36.0,1.0,0.0,0.0,28.66803559206023,3.501711156741957,0.0
10.0,0.0,3.0,15.0,0.0,2.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,11400.0,15.61,398.6,78820.0,25.52,7.0,0.0,6283.0,77.6,41.0,0.0,0.0,0.0,17.582477754962355,3.501711156741957,0.0
2.0,0.0,0.0,3.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,20000.0,7.9,625.81,65000.0,14.53,9.0,0.0,24998.0,57.6,31.0,0.0,0.0,0.0,18.49965776865161,4.6680355920602326,0.0
10.0,0.0,2.0,12.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,20000.0,14.08,684.33,52000.0,6.25,6.0,0.0,4028.0,20.4,6.0,0.0,0.0,1.0,4.583162217659138,1.163586584531143,0.0
6.0,0.0,3.0,15.0,1.0,0.0,0.21991341629407252,0.0,0.0,1.0,0.0,0.0,10500.0,15.41,366.1,43000.0,10.49,27.0,0.0,11249.0,40.5,36.0,0.0,0.0,0.0,13.9958932238193,3.082819986310746,0.0
7.0,1.0,3.0,17.0,0.0,3.0,0.16612302281343944,0.0,1.0,0.0,1.0,0.0,12000.0,19.03,311.49,112000.0,20.47,16.0,1.0,6562.0,27.8,31.0,0.0,0.0,0.0,11.835728952772074,1.6673511293634498,0.0
10.0,0.0,2.0,10.0,1.0,4.0,0.16612302281343944,1.0,0.0,0.0,1.0,0.0,21000.0,11.99,697.41,72000.0,16.83,12.0,1.0,6173.0,58.0,27.0,1.0,0.0,1.0,42.0807665982204,2.913073237508556,0.0
0.0,0.0,1.0,6.0,0.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,3200.0,9.17,102.02,50000.0,19.31,5.0,0.0,563.0,37.5,26.0,0.0,0.0,0.0,12.331279945242985,3.501711156741957,0.0
1.0,0.0,1.0,7.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,4500.0,9.75,144.68,55000.0,10.32,8.0,0.0,3413.0,34.1,11.0,0.0,0.0,0.0,20.583162217659137,2.5817932922655715,0.0
3.0,0.0,2.0,13.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,8000.0,14.99,277.29,95000.0,19.29,35.0,0.0,18507.0,62.3,57.0,0.0,0.0,0.0,16.249144421629023,2.2477754962354557,
0.0,1.0,4.0,23.0,1.0,0.0,0.17142454549868447,0.0,0.0,1.0,0.0,0.0,20500.0,22.2,568.53,46518.25,23.6,17.0,0.0,24665.0,69.7,35.0,0.0,0.0,0.0,20.082135523613964,5.330595482546201,0.0
10.0,0.0,2.0,10.0,2.0,0.0,0.21991341629407252,0.0,0.0,1.0,1.0,0.0,2400.0,11.99,79.71,40000.0,13.47,6.0,0.0,5016.0,46.9,12.0,0.0,0.0,0.0,14.74880219028063,3.082819986310746,1.0
10.0,0.0,2.0,12.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,2400.0,13.33,81.25,52000.0,24.35,12.0,1.0,3740.0,25.3,20.0,0.0,0.0,0.0,25.83436002737851,3.249828884325804,0.0
3.0,1.0,4.0,24.0,0.0,0.0,0.17142454549868447,0.0,0.0,1.0,1.0,0.0,13000.0,26.77,395.18,34000.0,22.59,17.0,0.0,2906.0,18.9,39.0,0.0,0.0,0.0,19.33196440793977,0.7501711156741958,
10.0,0.0,2.0,13.0,1.0,1.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,6000.0,14.49,206.5,21444.0,32.06,9.0,1.0,3257.0,55.0,31.0,1.0,0.0,1.0,34.666666666666664,4.6680355920602326,
0.0,0.0,1.0,6.0,0.0,0.0,0.21991341629407252,0.0,0.0,1.0,0.0,0.0,5000.0,10.15,161.69,84000.0,18.64,14.0,0.0,23036.0,37.8,15.0,0.0,0.0,0.0,17.582477754962355,4.41615331964408,0.0
6.0,0.0,1.0,9.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,14375.0,12.49,480.83,40000.0,32.43,14.0,0.0,18841.0,62.8,24.0,0.0,0.0,0.0,8.83504449007529,4.331279945242985,0.0
10.0,1.0,2.0,13.0,0.0,3.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,12000.0,13.99,279.16,50000.0,9.94,14.0,0.0,4586.0,39.9,34.0,0.0,0.0,0.0,22.99794661190965,3.3319644079397674,0.0
2.0,0.0,3.0,17.0,0.0,1.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,12150.0,18.75,443.84,110000.0,5.1,8.0,0.0,12756.0,70.9,27.0,0.0,0.0,0.0,17.3305954825462,5.911019849418207,1.0
9.0,0.0,1.0,8.0,1.0,0.0,0.17142454549868447,1.0,0.0,0.0,1.0,0.0,15000.0,12.99,505.34,99000.0,11.66,28.0,1.0,25010.0,36.9,45.0,1.0,0.0,0.0,25.163586584531146,5.08145106091718,0.0
9.0,0.0,0.0,1.0,0.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,13500.0,6.24,412.17,60000.0,17.3,4.0,0.0,10425.0,59.2,10.0,0.0,0.0,0.0,18.99794661190965,3.583846680355921,
3.0,0.0,0.0,0.0,0.0,1.0,0.17142454549868447,1.0,0.0,0.0,0.0,0.0,7000.0,5.32,210.81,60000.0,18.68,19.0,0.0,10000.0,15.6,37.0,0.0,0.0,0.0,10.74880219028063,2.080766598220397,0.0
